packetID;dataSize;timestamp;gyro_x;gyro_y;gyro_z;accel_x;accel_y;accel_z
171;20;374823;160;97;172;80;-128;16800
171;20;374924;-13;158;1361;96;-64;16576
171;20;375025;70;10;-640;-224;256;16368
171;20;375126;-24;0;-1036;-128;-160;16336
171;20;375227;-102;16;-697;688;-208;16208
171;20;375328;5405;886;-558;0;96;16976
171;20;375429;2930;-1346;-553;-272;160;17216
171;20;375530;5441;-1598;-1167;96;480;18160
171;20;375631;-960;6221;-3460;160;896;17024
171;20;375732;3815;-2673;-803;848;4672;17456
171;20;375833;-5135;-3888;1505;1552;4208;16336
171;20;375934;-8169;1867;3913;1520;3584;13408
171;20;376035;-1075;-205;2399;640;2112;13984
171;20;376136;-924;1843;6298;944;1984;14816
171;20;376237;16931;-13584;7710;800;-2608;15968
171;20;376338;2762;-84;-2175;-368;-1424;15728
171;20;376439;-1768;3384;-5569;-1312;816;16032
171;20;376540;1754;-5938;1831;-1968;3328;20400
171;20;376641;6154;-3573;394;-2928;4080;18576
171;20;376742;6570;-2473;2112;-3760;4544;17072
171;20;376843;3549;-894;1592;-4864;5936;15920
171;20;376944;-1992;-1428;1661;-4272;6224;15680
171;20;377045;-595;-316;598;-3632;5328;15856
171;20;377146;122;-310;220;-3568;4928;15200
171;20;377247;-791;-364;729;-3488;4912;15168
171;20;377348;19;336;-286;-3792;4992;14944
171;20;377449;35;-234;936;-3616;5168;14992
171;20;377550;-15;180;319;-3872;5408;14896
171;20;377651;801;-399;88;-3872;5040;15104
171;20;377752;-744;-523;401;-3904;5088;14912
171;20;377853;873;53;507;-3952;5008;14736
171;20;377954;-797;-24;-50;-3984;4928;14704
171;20;378055;111;-35;29;-4016;4960;14928
171;20;378156;-146;-46;3;-4160;5072;14944
171;20;378257;-60;-28;5;-4160;4944;14800
171;20;378358;104;73;-97;-4256;4944;14736
171;20;378459;33;102;-46;-4128;4896;14928
171;20;378560;243;32;-125;-4240;4992;14864
171;20;378661;467;-84;31;-4192;4944;14816
171;20;378762;-276;-94;59;-4160;5008;14960
171;20;378863;138;42;-116;-4336;5104;14672
171;20;378964;137;-248;19;-4160;5008;14896
171;20;379065;286;-37;-6;-4144;4976;14864
171;20;379166;113;-42;-26;-4224;4976;14768
171;20;379267;88;-54;-130;-4352;5008;14768
171;20;379368;-708;-169;40;-4384;5200;14784
171;20;379469;-271;-21;-13;-4448;5072;14800
171;20;379570;288;227;59;-4368;5072;14848
171;20;379671;-146;26;27;-4304;5008;14784
171;20;379772;-104;68;47;-4352;4960;14784
171;20;379873;-23;-150;102;-4384;5008;14832
171;20;379974;-91;37;-6;-4304;4960;14816
171;20;380075;116;-12;74;-4288;4880;14864
171;20;380176;283;13;-51;-4320;4736;14768
171;20;380277;-274;-109;108;-4384;4896;14800
171;20;380378;298;-177;127;-4464;5040;14752
171;20;380479;-241;-158;210;-4464;5168;14800
171;20;380580;237;-338;272;-4400;5088;14880
171;20;380681;-81;123;-79;-4400;4912;14816
171;20;380782;74;100;-247;-4656;4992;14672
171;20;380883;324;291;-266;-4576;4976;14816
171;20;380984;451;94;-207;-4512;5024;14800
171;20;381085;-152;251;-176;-4688;5152;14608
171;20;381186;-362;-101;62;-4384;5088;14784
171;20;381287;-326;181;55;-4480;5040;14736
171;20;381388;-314;-155;120;-4352;4976;14832
171;20;381489;-41;-245;168;-4352;4736;14832
171;20;381590;-464;-338;155;-4448;4912;14784
171;20;381691;-354;51;-233;-4416;4688;14832
171;20;381792;7;390;-236;-4480;4720;14864
171;20;381893;-63;93;-140;-4464;4784;14928
171;20;381994;-21;107;77;-4352;4704;14976
171;20;382095;-185;107;-105;-4208;4752;14912
171;20;382196;-251;-92;176;-4176;4736;14928
171;20;382297;140;204;-263;-4192;4656;14784
171;20;382398;363;111;-236;-4368;4832;14848
171;20;382499;207;2;-74;-4528;5008;14800
171;20;382600;181;175;-85;-4416;4832;14960
171;20;382701;79;37;-47;-4400;4880;14896
171;20;382802;51;54;-149;-4352;4864;14896
171;20;382903;-143;252;-201;-4368;4992;14848
171;20;383004;-3935;2758;-1573;800;2640;14096
171;20;383105;-5648;2496;1396;-880;4000;15712
171;20;383206;-10487;689;4404;-160;880;16112
171;20;383307;-4376;-217;-53;-176;1024;16208
171;20;383408;-7410;-2562;-1130;-2624;1552;13536
171;20;383509;-8500;6295;-3259;-1648;672;16560
171;20;383610;-12355;1125;-6528;-1408;-1344;14736
171;20;383711;-674;1856;-1624;-400;-2832;13856
171;20;383812;-5379;2928;-1331;176;-2880;15024
171;20;383913;-10012;-3790;-966;2384;-5696;15104
171;20;384014;-6506;4980;4106;848;-9872;10176
171;20;384115;5417;-1296;-1804;2064;-10032;14976
171;20;384216;1878;4557;-1315;-1984;-5168;14368
171;20;384317;8027;1511;567;-2080;-4176;13136
171;20;384418;-6440;-6646;4064;-496;-3392;18752
171;20;384519;3748;7241;-1760;-160;-5360;15472
171;20;384620;-1929;2851;-2567;768;-7168;13520
171;20;384721;2625;-2003;384;1344;-8192;15504
171;20;384822;-15637;-1988;-52;2880;-6032;18896
171;20;384923;8184;-3921;3100;2224;-9472;17200
171;20;385024;-706;-1470;-2891;2656;-10512;16784
171;20;385125;5439;2875;-2315;2272;-9152;15360
171;20;385226;5265;5841;-7758;1248;-7056;14144
171;20;385327;-27193;-5515;5127;1904;-5696;16528
171;20;385428;-6123;366;5540;2192;-8304;14240
171;20;385529;3077;4288;-4689;1888;-8704;13152
171;20;385630;1812;-1833;378;2960;-8720;11584
171;20;385731;-1175;1125;-3044;2096;-7888;11728
171;20;385832;12800;9572;-1901;1856;-11744;10096
171;20;385933;-32768;-12854;-5351;3088;-11696;13888
171;20;386034;-22547;-5354;-5078;1888;-14096;10304
171;20;386135;-12952;-5999;-3744;-544;-13776;6656
171;20;386236;4076;-9063;-7515;-2064;-12864;2928
171;20;386337;20554;9337;963;-4448;-10496;-1888
171;20;386438;-4433;2091;2405;-3936;-15040;3120
171;20;386539;-8241;-1666;2235;-4096;-14848;3616
171;20;386640;-5326;-7493;188;-2768;-15824;3424
171;20;386741;-4137;122;-2508;-2016;-16816;176
171;20;386842;-1034;1;416;-2720;-16080;-560
171;20;386943;-2001;-3;-595;-3056;-16288;-1584
171;20;387044;2191;1436;383;-3136;-15728;-2144
171;20;387145;2548;334;-8;-3616;-16048;-1872
171;20;387246;1117;506;450;-3792;-16144;-1312
171;20;387347;-753;-251;-329;-3632;-16144;-576
171;20;387448;516;792;526;-3632;-15920;-800
171;20;387549;300;240;-231;-3536;-16016;-800
171;20;387650;802;775;324;-3456;-16192;-736
171;20;387751;-443;-212;-323;-3520;-16192;-960
171;20;387852;802;512;121;-3488;-16144;-752
171;20;387953;-221;-345;-152;-3456;-16048;-672
171;20;388054;232;405;175;-3616;-16080;-352
171;20;388155;-49;-52;-55;-3584;-16048;-512
171;20;388256;-929;-298;-2;-3488;-16176;-416
171;20;388357;-275;-290;-246;-3312;-16016;-624
171;20;388458;164;372;273;-3376;-16208;-208
171;20;388559;-322;29;-2;-3392;-16080;-528
171;20;388660;-681;-471;-147;-3360;-16288;-368
171;20;388761;141;-44;-4;-3536;-16064;-496
171;20;388862;208;64;-117;-3360;-16048;-704
171;20;388963;214;151;-20;-3424;-16032;-992
171;20;389064;484;234;-154;-3280;-16080;-1104
171;20;389165;57;-105;-114;-3360;-16224;-640
171;20;389266;176;116;-9;-3488;-16096;-784
171;20;389367;426;-85;-298;-3552;-15840;-912
171;20;389468;-551;-310;-126;-3696;-16256;-304
171;20;389569;434;113;-44;-3472;-16032;-576
171;20;389670;-368;-492;-189;-3600;-16208;224
171;20;389771;80;-113;223;-3568;-15936;80
171;20;389872;1462;750;569;-3760;-16016;0
171;20;389973;-498;548;844;-3552;-15744;-240
171;20;390074;2179;-379;-29;-3904;-15792;448
171;20;390175;3215;1443;206;-3344;-16176;-928
171;20;390276;735;-1703;1452;-3376;-16032;336
171;20;390377;4486;778;1452;-3088;-16032;-208
171;20;390478;2151;-1172;1198;-2448;-16160;800
171;20;390579;-222;851;2189;-1920;-16160;976
171;20;390680;-1994;-2271;-1306;-1744;-17120;2800
171;20;390781;-2168;-1927;-262;-2272;-16928;2816
171;20;390882;-689;-1173;698;-1984;-16416;1856
171;20;390983;2218;-629;436;-2208;-15888;1488
171;20;391084;5032;-381;688;-1920;-15520;1264
171;20;391185;1716;152;2375;-1760;-15088;2144
171;20;391286;-301;-2078;1288;-1776;-15904;3280
171;20;391387;111;-921;-779;-1168;-16880;3376
171;20;391488;-936;-344;-141;-848;-16256;2992
171;20;391589;855;557;-82;-944;-16080;3120
171;20;391690;-129;-498;-583;-960;-15760;3280
171;20;391791;553;1300;580;-944;-15616;2816
171;20;391892;-790;-531;180;-880;-16576;3680
171;20;391993;713;782;535;-784;-16288;3056
171;20;392094;1451;310;-650;-672;-16256;3104
171;20;392195;-341;39;650;-816;-15920;3280
171;20;392296;753;1062;853;-688;-16208;3888
171;20;392397;-315;-771;123;-544;-16080;3456
171;20;392498;193;622;619;-448;-16208;3504
171;20;392599;367;-334;-387;-576;-15792;3584
171;20;392700;-74;-364;-47;-288;-15888;3792
171;20;392801;595;1097;199;-320;-15872;3440
171;20;392902;12;301;168;-192;-16032;3312
171;20;393003;-588;-4;-289;-272;-15920;3248
171;20;393104;-617;626;395;-160;-16016;3184
171;20;393205;-177;224;15;-192;-15888;3088
171;20;393306;128;-23;-13;-304;-15600;2992
171;20;393407;-234;602;290;-336;-15568;2912
171;20;393508;33;218;-96;0;-16208;3280
171;20;393609;-417;197;-51;48;-16208;2768
171;20;393710;-614;352;236;96;-16128;2912
171;20;393811;286;73;-293;240;-16080;2800
171;20;393912;304;-631;-667;192;-16432;3248
171;20;394013;246;-121;111;112;-16304;3376
171;20;394114;598;348;-32;32;-16016;2784
171;20;394215;33;-118;-14;32;-16144;2752
171;20;394316;760;179;82;48;-16192;2752
171;20;394417;-90;-582;-262;208;-16448;2976
171;20;394518;-764;-495;-39;256;-16560;3168
171;20;394619;-823;-543;-7;192;-16368;3248
171;20;394720;-704;-155;118;-32;-16144;3408
171;20;394821;1108;734;-142;-96;-15872;2832
171;20;394922;249;-7;-100;-16;-16288;3056
171;20;395023;224;156;-29;-48;-15968;2800
171;20;395124;-162;8;322;16;-16080;2912
171;20;395225;498;658;311;-16;-16144;2720
171;20;395326;20;-347;-316;16;-16144;3088
171;20;395427;-286;121;204;144;-16368;3136
171;20;395528;32;2;38;96;-16304;3184
171;20;395629;-9;119;123;160;-16288;3136
171;20;395730;501;385;267;176;-16384;3360
171;20;395831;354;-184;-283;-48;-16064;3408
171;20;395932;-105;166;274;128;-16256;3312
171;20;396033;881;603;72;208;-16272;3328
171;20;396134;267;-61;-172;-32;-16064;3232
171;20;396235;528;362;220;160;-16096;3216
171;20;396336;267;-151;-128;64;-16336;3312
171;20;396437;-1053;-370;20;80;-16128;3120
171;20;396538;92;480;300;176;-16032;2752
171;20;396639;514;297;-82;256;-16416;3008
171;20;396740;512;-107;-311;-16;-15904;3568
171;20;396841;287;527;267;160;-16272;3472
171;20;396942;-476;-317;-100;144;-16112;3024
171;20;397043;-740;-148;188;224;-16112;2608
171;20;397144;-388;-336;-275;224;-16160;2576
171;20;397245;637;435;23;-32;-16096;3168
171;20;397346;-742;-284;227;64;-16032;3248
171;20;397447;-420;-477;-374;144;-15744;2944
171;20;397548;-96;101;-69;128;-15920;3280
171;20;397649;-123;50;-11;160;-16096;3216
171;20;397750;520;220;-156;192;-16176;3312
171;20;397851;421;362;74;-64;-15760;3120
171;20;397952;-84;-27;86;160;-16160;3232
171;20;398053;-293;-79;-92;400;-16160;2656
171;20;398154;-4;106;-63;160;-15808;2528
171;20;398255;1023;636;87;192;-16064;2576
171;20;398356;-244;-398;-293;208;-16208;2640
171;20;398457;223;398;382;160;-15824;2656
171;20;398558;-37;-656;-459;272;-16288;2960
171;20;398659;-945;-484;60;272;-16256;3504
171;20;398760;352;475;-84;112;-15936;3072
171;20;398861;369;134;-342;352;-16288;2928
171;20;398962;-101;250;216;160;-16240;2928
171;20;399063;-179;-140;-313;208;-16240;3088
171;20;399164;630;466;43;192;-16080;2704
171;20;399265;361;376;191;96;-16208;2880
171;20;399366;65;-165;-220;32;-16064;3072
171;20;399467;141;52;-61;48;-15952;2784
171;20;399568;-70;55;35;144;-16224;2944
171;20;399669;349;50;-244;208;-16144;2880
171;20;399770;-460;-218;-78;240;-16304;2848
171;20;399871;-739;-262;250;208;-16400;3216
171;20;399972;-36;-238;-130;32;-16000;3200
171;20;400073;-280;-131;-49;64;-15968;2992
171;20;400174;149;220;7;176;-16160;3136
171;20;400275;353;-119;-404;64;-16064;3216
171;20;400376;277;107;-231;176;-15872;2816
171;20;400477;47;-1;-90;96;-16208;2816
171;20;400578;-32;-177;-184;-128;-15920;2560
171;20;400679;-17;110;-150;64;-16096;2592
171;20;400780;677;455;-70;80;-16192;2816
171;20;400881;-680;-571;-232;112;-16336;3264
171;20;400982;587;432;-168;48;-15936;2768
171;20;401083;848;741;218;176;-15968;3024
171;20;401184;-545;-588;-188;144;-16432;3504
171;20;401285;-845;-242;106;-48;-16112;3184
171;20;401386;-62;128;-66;256;-16096;2912
171;20;401487;805;549;-125;144;-16048;3200
171;20;401588;-186;240;98;128;-16400;2992
171;20;401689;339;78;-337;224;-16416;3184
171;20;401790;60;-66;-180;96;-15936;2976
171;20;401891;-420;-307;-41;16;-16032;2864
171;20;401992;604;227;-64;80;-16512;2960
171;20;402093;574;-134;-625;48;-16240;3200
171;20;402194;254;359;202;-96;-16000;3152
171;20;402295;24;-137;-111;0;-16256;3312
171;20;402396;606;162;-425;128;-16336;3312
171;20;402497;482;-56;-111;0;-16144;3600
171;20;402598;-497;160;488;-48;-16096;3616
171;20;402699;749;379;1;-64;-16064;3296
171;20;402800;438;165;-175;-32;-16192;3424
171;20;402901;-658;-13;342;-240;-16048;3152
171;20;403002;-864;-614;-92;-144;-15968;3328
171;20;403103;833;586;5;-32;-15984;3216
171;20;403204;-662;-497;-103;-48;-16208;3632
171;20;403305;-413;44;267;-288;-15920;3648
171;20;403406;756;251;-156;-192;-15856;3136
171;20;403507;948;305;-66;-192;-15936;3056
171;20;403608;314;373;181;-224;-16048;3216
171;20;403709;543;-288;-332;-128;-15936;3280
171;20;403810;276;185;-74;80;-16288;3152
171;20;403911;-385;96;264;-64;-16144;3504
171;20;404012;-326;-291;-7;-272;-16064;3872
171;20;404113;-391;52;311;-144;-16160;3568
171;20;404214;-371;-519;-816;128;-16208;3504
171;20;404315;953;773;-30;16;-15968;3360
171;20;404416;493;516;307;-80;-15936;3456
171;20;404517;-794;-686;-68;-48;-16416;4144
171;20;404618;1256;944;-146;-192;-15824;3472
171;20;404719;-329;-494;-320;-208;-15968;3616
171;20;404820;-196;-40;-90;-48;-16288;3456
171;20;404921;-231;-288;-191;-240;-15936;3328
171;20;405022;-478;-383;-20;-176;-16048;3072
171;20;405123;-190;-65;-47;-96;-16192;3296
171;20;405224;289;33;-267;-304;-16064;3488
171;20;405325;616;205;-189;-464;-15632;3472
171;20;405426;196;249;295;-384;-15760;3536
171;20;405527;320;224;-110;-160;-16208;3968
171;20;405628;268;-43;-162;-176;-15872;3808
171;20;405729;-919;-570;-130;-304;-15984;3648
171;20;405830;302;369;24;-144;-16016;3456
171;20;405931;53;-247;-465;-128;-16000;3776
171;20;406032;650;507;-22;-240;-15952;4080
171;20;406133;213;-24;-105;-176;-16048;4128
171;20;406234;-228;173;-29;-272;-15824;3968
171;20;406335;104;222;-19;-240;-16016;3776
171;20;406436;443;300;-171;-256;-15984;3952
171;20;406537;186;291;75;-208;-16112;3744
171;20;406638;67;-23;-175;-144;-16224;4144
171;20;406739;178;188;-72;-432;-15680;4016
171;20;406840;115;104;40;-368;-15776;3712
171;20;406941;-585;-328;-13;-160;-16096;3664
171;20;407042;-437;-246;-316;-176;-15968;3696
171;20;407143;133;185;-23;-240;-16096;4080
171;20;407244;334;277;8;-176;-16096;3696
171;20;407345;355;-72;-292;-160;-16192;3632
171;20;407446;-1;78;-107;-176;-16048;3840
171;20;407547;-407;-218;-23;-288;-16208;4048
171;20;407648;-551;-333;34;-320;-16000;4192
171;20;407749;-490;-231;126;-496;-15584;3952
171;20;407850;85;74;-59;-368;-15760;4000
171;20;407951;601;194;-183;-192;-16048;3696
171;20;408052;487;491;-127;-64;-16080;3392
171;20;408153;343;152;-58;-96;-16176;3504
171;20;408254;-53;133;-5;-272;-16064;3648
171;20;408355;746;203;-245;-304;-16032;3504
171;20;408456;-42;159;3;-224;-16016;3584
171;20;408557;-506;-233;9;-224;-16144;3824
171;20;408658;183;94;31;-368;-15936;4000
171;20;408759;197;42;-199;-320;-15840;3856
171;20;408860;156;43;104;-384;-15984;3920
171;20;408961;577;344;104;-368;-15872;3888
171;20;409062;-328;-480;-337;-384;-15840;3696
171;20;409163;-694;-417;35;-192;-16208;3664
171;20;409264;-6;362;235;-240;-16208;3616
171;20;409365;605;364;78;-416;-15968;4016
171;20;409466;578;114;-190;-400;-15728;4048
171;20;409567;-180;-181;-171;-432;-15712;3856
171;20;409668;-687;-449;-53;-336;-15760;3728
171;20;409769;-273;-95;151;-144;-15904;3504
171;20;409870;-15;-5;-23;-112;-16208;3680
171;20;409971;203;163;-39;-336;-15888;3712
171;20;410072;261;119;-143;-304;-15840;4000
171;20;410173;-568;-400;-67;-432;-15792;3968
171;20;410274;289;167;193;-256;-16000;3968
171;20;410375;314;-77;-255;-176;-16160;4032
171;20;410476;-623;-275;-120;-368;-15744;3856
171;20;410577;-228;7;98;-320;-15872;3712
171;20;410678;124;-149;-57;-336;-16016;4016
171;20;410779;-305;-1;35;-464;-15728;4080
171;20;410880;-753;-331;63;-256;-15792;3984
171;20;410981;787;634;14;-32;-16000;3952
171;20;411082;1048;361;-343;-256;-15984;4384
171;20;411183;108;90;-36;-320;-16000;4544
171;20;411284;-669;-352;76;-400;-15760;4048
171;20;411385;1085;714;-2;-64;-16144;4112
171;20;411486;492;216;-293;16;-16304;4128
171;20;411587;94;-91;-207;-240;-16128;4112
171;20;411688;-457;-153;76;-320;-15872;4032
171;20;411789;85;145;86;-384;-15824;3936
171;20;411890;-270;-157;-83;-400;-15840;3664
171;20;411991;267;-57;-125;-272;-16192;4032
171;20;412092;521;364;-77;-192;-16128;3632
171;20;412193;746;290;-237;-64;-16128;3792
171;20;412294;-75;80;-134;-80;-16320;3952
171;20;412395;-677;-379;68;-288;-15952;4000
171;20;412496;-379;-122;56;-448;-15888;4208
171;20;412597;718;623;150;-400;-15616;3744
171;20;412698;4;-188;-68;-400;-15888;4064
171;20;412799;-536;-382;-255;-240;-16096;4096
171;20;412900;-431;-153;29;-224;-16032;4272
171;20;413001;383;193;153;-384;-15824;4176
171;20;413102;-717;-687;-233;-128;-16016;4272
171;20;413203;-1040;-416;9;-128;-16128;4800
171;20;413304;-225;120;63;-96;-15936;4496
171;20;413405;835;533;-362;-288;-15664;4000
171;20;413506;-121;10;-114;-224;-16016;3760
171;20;413607;-811;-402;14;-208;-16192;4112
171;20;413708;-62;-163;-65;-192;-16080;3936
171;20;413809;-222;86;72;-64;-16176;3888
171;20;413910;-132;-103;-42;-160;-16032;4160
171;20;414011;1060;531;-189;-256;-15680;3744
